V1 V2 V3 V4 V5 V6 V7 V8 V9 V10
0.292412402319133 0.262458471760797 0.289085967672722 0.306231003039514 0.307244174265451 0.26972869526061 0.243542773401722 0.329533941236069 0.163880445795339 0.305217831813577
0.294078583287216 0.239734366353071 0.286552296624239 0.18682899833979 0.188378527946873 0.923630326508024 0.291078952189046 0.242612064194798 0.0736026563364693 0.258992805755396
0.276531383917318 0.288815060908084 0.278313253012048 0.223560910307898 0.225167336010709 0.294495103005741 0.47142333760762 0.264658634538153 0.0863453815261044 0.276439089692102
0.287496849004285 0.289700996677741 0.24840674125478 0.219657272341028 0.222206486333381 0.310255544298098 0.300146546986628 0.277297833168107 0.0912052117263844 0.287069820138791
0.303194152398118 0.28286772804646 0.290878141584059 0.178131571042355 0.180634825272855 0.279863822969861 0.271203517127679 0.232001602082707 0.0670872133773907 0.238209672574347
0.233677842198135 0.211849390919158 0.248033185524245 0.292425345957757 0.289147851420248 0.220308454351008 0.189778347682726 0.303142329020333 0.211216314639476 0.310883773799375
0.237332997227124 0.215171650055371 0.25232441710771 0.300714285714286 0.294642857142857 0.221096476415625 0.191793368748855 0.302218114602588 0.2125 0.310599602159705
0.301991429291656 0.279291251384275 0.29495065083679 0.269966722129784 0.271838602329451 0.289429246876055 0.261494779263601 0.308444259567388 0.126871880199667 0.315515806988353
0.262793042601462 0.241085271317829 0.263481619224717 0.301353013530135 0.302890528905289 0.244174265450861 0.212951089943213 0.254612546125461 0.17220172201722 0.27564649048025
0.264305520544492 0.243521594684385 0.264912029752539 0.304666056724611 0.305885940835621 0.244849712934819 0.213683824876351 0.265324794144556 0.173528514791095 0.278488206876954
0.284219813461054 0.268217054263566 0.285939064511515 0.291479820627803 0.290483308420528 0.27682089384217 0.236307015936985 0.306676631788739 0.143248629795715 0.295465869456901
0.24388792462187 0.255293825936028 0.223208529630548 0.100024795437639 0.101066203818497 0.255839325564096 0.273344904537565 0.136424497892388 0.0345152491941483 0.14341681130672
0.287191726332538 0.290705383187483 0.264717581543357 0.128613099973482 0.130601962344206 0.293688676743569 0.292561654733492 0.172301776717051 0.0452797666401485 0.179063908777513
0.303401862266064 0.28459481884392 0.293353000829722 0.167419563012815 0.169263390799299 0.294459297501613 0.251053306466386 0.222089056882087 0.0639808241910206 0.22540794689776
0.24643604339999 0.258794336593198 0.224152191894127 0.0995475113122172 0.101201771030993 0.257188731572033 0.278694107916119 0.135843915730064 0.0337177054444606 0.143336739162166
0.278926140660449 0.261572535991141 0.289229008725504 0.3019985196151 0.302491981248458 0.262861645840369 0.23813885326983 0.29706390328152 0.152479644707624 0.278559092030595
0.277287622888833 0.260575858250277 0.286082105564297 0.304272230501739 0.304769001490313 0.260947877969155 0.236764975270196 0.297814207650273 0.153253849975161 0.27645305514158
0.264707534977805 0.271337865932461 0.23869191436759 0.110973759622408 0.112378490756869 0.274709220655167 0.289880316907344 0.149519581952014 0.0383772545934709 0.156767994605832
0.217441237271266 0.229423474465967 0.192634560906516 0.0814256182528137 0.0826506393078631 0.227624224791364 0.251473853456856 0.112012862721078 0.0267973355792053 0.118405941352117
