cosine,jaccard,jarow,lev
0.996215289215548,0.902439024390244,0.696519595098177,0.3003663003663
0.999622604861277,0.980769230769231,0.820338038729614,0.560800974479337
0.99983037972424,0.979166666666667,0.830118918146478,0.871895903967745
0.998410993360854,0.980769230769231,0.797101019899104,0.398863590892721
0.999975890310998,0.977777777777778,0.862667071234096,0.977082306554953
0.997819031412283,0.959183673469388,0.671433643547965,0.40498254096159
0.997372445995817,0.91304347826087,0.683713697022833,0.335956038466342
0.999737856099151,1,0.841772511013902,0.981045699140631
0.999143811993702,1,0.78806154128278,0.723668023090754
0.996492816320063,0.788461538461538,0.538501250910224,0.0728812865736383
0.996816808624558,0.788461538461538,0.537170751494163,0.0700229902973152
0.999935969130087,0.976744186046512,0.850893289984267,0.960702727693019
0.999697957460569,0.905660377358491,0.874693368473525,0.696472986748216
0.999604579718434,0.918367346938776,0.819855283947676,0.715289256198347
0.999468863783127,0.891304347826087,0.821865868676877,0.800462962962963
0.998763088203067,0.938775510204082,0.662987834330684,0.35005943284089
0.993812060978483,0.98,0.784156636381682,0.48106091329386
0.999237113156723,1,0.835943757004161,0.84
0.999547751661925,0.98,0.817053556034533,0.78979717271051
0.999575727509083,0.979591836734694,0.837151932689778,0.71418826739427
0.999413702271504,0.959183673469388,0.832462760583717,0.684225117826449
0.99928620935851,0.959183673469388,0.831828722495171,0.716254617789145
0.999418477055306,0.959183673469388,0.828984286496307,0.713688318929468
0.999714710593732,0.979591836734694,0.839507824654461,0.94859287054409
0.998799562139137,0.888888888888889,0.825652102723362,0.859080888587417
0.999014552585714,0.936170212765957,0.799036093105604,0.752471622116441
0.999281095282166,0.916666666666667,0.792166372228677,0.73236984154623
0.999183268294966,0.958333333333333,0.803846589629408,0.850994077834179
0.999199676270817,0.938775510204082,0.832849290246936,0.43621236133122
0.999814718346286,0.941176470588235,0.825506798728192,0.660859777015437
0.998906724845878,0.930232558139535,0.806926148708133,0.805635422656699
0.999825251671762,0.980769230769231,0.772020067629031,0.541612645856188
0.999740752637549,0.980769230769231,0.77335181458477,0.5358194798063
0.999806855410448,0.961538461538462,0.787992178564756,0.739007046969166
0.999748681131149,0.959183673469388,0.827158112343439,0.849154896966891
0.997558843868453,0.981481481481482,0.632660779552373,0.224396243291592
0.999784428068619,0.980392156862745,0.806088094818737,0.692611539208703
0.999757810002587,0.980392156862745,0.839053542652604,0.732219365895458
0.999839083375949,1,0.834070915105727,0.927950945324476
0.999913734208794,1,0.838883427417076,0.941237380274398
0.999511423850062,1,0.82248243369679,0.5935312903445
0.999776424013274,1,0.825979129185507,0.876092959042798
0.999616240110128,1,0.840763388319454,0.963819211651832
0.999745388727886,0.977777777777778,0.847198261541839,0.943221559349928
0.989596605536148,0.75,0.643624400235431,0.246368715083799
0.999563101031244,0.979591836734694,0.822452088327434,0.691753010361243
0.999326882328475,0.979591836734694,0.882192137000705,0.671191363091104
0.99930019088829,0.926829268292683,0.801209359393368,0.842408712363869
0.997971937515592,0.862745098039216,0.572338278386863,0.147044056734028
0.998742662889069,0.962264150943396,0.606211354671579,0.235923272865446
0.998724088016521,0.938775510204082,0.826041223911194,0.699577496108517
0.99982071963994,0.955555555555556,0.835084286736523,0.930052615289384
0.999868366154158,0.91304347826087,0.839156632711264,0.922910216718266
0.999770629153908,1,0.84231745163668,0.945922141976396
0.999701222951957,0.978723404255319,0.806219695315368,0.846276905177429
0.999246958553114,0.96078431372549,0.698968085666942,0.289148979384584
0.999881880679896,0.979166666666667,0.840136776469097,0.785692883895131
0.993260096341434,0.8,0.559567493834986,0.121993236776622
0.999405889961545,0.959183673469388,0.821640346629091,0.688477951635846
0.999951970966564,1,0.818435763430729,0.880709989731553
0.999808333713246,0.959183673469388,0.811831829119282,0.785892542571932
0.998725009475973,0.962264150943396,0.605940036318052,0.240217040786282
0.998784755927219,0.924528301886792,0.590810319542771,0.202025705504331
0.998208208317006,0.962264150943396,0.592680546161368,0.205385097056982
0.998683277075329,0.962264150943396,0.604099284751544,0.23260058067192
0.999534664439642,0.96,0.796954349536438,0.385937026945201
0.978943507635859,0.731707317073171,0.550870336857363,0.124705882352941
0.999854772206548,0.958333333333333,0.840640379419538,0.885888009049774
0.997917066601777,0.936170212765957,0.81426437971659,0.873910517141197
0.999856648081161,0.96078431372549,0.799539821126825,0.635020529043548
0.999533573866673,0.98,0.83769496837403,0.843495577812921
0.999181313500795,0.96,0.739472451064295,0.381198953718038
0.999402858305679,0.959183673469388,0.830961301988126,0.729397141081417
0.999217633474279,0.979591836734694,0.79553241606012,0.698170731707317
0.999907339889661,1,0.840978440929818,0.965686274509804
0.999733570226662,0.98,0.816881112930675,0.747064751826657
0.999316104698916,0.945454545454545,0.83127826003832,0.374619570229641
0.999698719774865,0.941176470588235,0.837026891629584,0.820777043684055
0.999630885111159,0.978723404255319,0.837643227412652,0.793383015314061
0.997842639280734,0.958333333333333,0.728504985560225,0.324641460234681
0.999729475868786,0.962264150943396,0.660070112781377,0.254921710466074
0.999503820631588,0.962264150943396,0.669014824831536,0.263021898352976
0.999597017783262,0.978723404255319,0.813786175439811,0.810565275908479
0.999346591635926,0.96078431372549,0.79545822247753,0.521984372832771
0.999762761217525,0.959183673469388,0.827331257821029,0.853908794788274
0.998515326330868,0.980769230769231,0.718074205424205,0.310522376889687
0.998661397419123,0.980769230769231,0.730873940915848,0.314783139890043
0.997959097472983,0.941176470588235,0.666710814613399,0.388308295231875
0.99622905540332,0.94,0.686199505780466,0.482210308273425
0.999934997667525,1,0.842681684239756,0.945169307238273
0.999913919497911,0.961538461538462,0.792806219126571,0.747128296392169
0.999956537368706,1,0.839738930359254,0.907120743034056
0.999939267206004,0.94,0.824986938882943,0.909147652403079
0.999570245334206,0.980392156862745,0.780692720137035,0.603582633336707
0.998652515723015,0.96078431372549,0.758806798271654,0.568844924060751
0.998679190147946,0.943396226415094,0.723780254509979,0.302632284351043
0.99770503909684,0.788461538461538,0.520575244118832,0.0267687048910854
0.999858544487908,0.958333333333333,0.816519308276241,0.717855520218083
0.999955980181298,0.979166666666667,0.844873341312308,0.984857945675929
0.999285649896854,0.98,0.833495242356847,0.429362763753224
0.999194768887796,0.98,0.815860475669386,0.422466856060606
0.999179468921593,0.943396226415094,0.674607650541024,0.276448883963019
0.999559806442651,0.978723404255319,0.823841718477972,0.843792401628223
0.999759600539883,1,0.8437685082407,0.987403993855607
0.999313454440855,0.943396226415094,0.696618378677699,0.33832921302019
0.997767200177157,0.938775510204082,0.776570594868836,0.491322027174452
0.999922475491786,0.957446808510638,0.83925214274527,0.859739049394222
0.999751040895162,0.941176470588235,0.838135848007105,0.809206234142805
0.99890721918301,0.96,0.787192082058591,0.380492724391298
0.999706218404223,0.961538461538462,0.723145762416288,0.472071373157486
0.999582200801992,0.872340425531915,0.783389570903035,0.754829806807728
0.996958221854105,1,0.68285982225646,0.317912951355169
0.999877332925147,0.980392156862745,0.80144029882059,0.648930249814494
0.999634977427938,0.980392156862745,0.816271370894377,0.547554606792971
0.991155683731216,0.847826086956522,0.715143011713963,0.439167974882261
0.998999636963535,0.911111111111111,0.780036897987685,0.745478036175711
0.999523610108567,0.96,0.837016068081948,0.735098228123822
0.999089377120443,0.98,0.783437334808978,0.462039487075107
0.99933244205894,0.98,0.749101134897598,0.444227279073014
0.999257608134647,0.96,0.784019347816497,0.68047835607209
0.999463837673674,0.957446808510638,0.786239823494838,0.474434199497066
0.999406545240085,0.978723404255319,0.743985662823001,0.431041754533952
0.998752860496595,0.886792452830189,0.574640120382601,0.149464102187638
0.999908540192565,1,0.826101676809786,0.86146358421693
0.999005980982725,0.901960784313726,0.671771850740094,0.196702819956616
0.999409472922572,0.98,0.78765639457698,0.726755113322277
0.999416235611822,0.98,0.781789643104859,0.722489664155859
0.999804754514491,0.96,0.806270446302404,0.632335415839081
0.99873796868641,0.884615384615385,0.60734250450588,0.229996261512841
0.999924215256746,1,0.848303386392474,0.958970792767733
0.999569386366403,0.936170212765957,0.840048378090002,0.92854603626022
0.998715192363066,0.96078431372549,0.735260548359996,0.461000901713255
0.999826000449706,0.9375,0.846367920569603,0.885317919075145
0.999442004911217,0.979591836734694,0.850903146941989,0.818759936406995
0.999736783589378,1,0.943206363245973,0.974811083123426
0.999317400127846,0.92156862745098,0.748610384568558,0.383528704538623
0.999806338415098,0.979166666666667,0.872070577964591,0.870583115752829
0.999685801308873,0.959183673469388,0.837878225245407,0.891115738330731
0.999742657416433,0.977272727272727,0.839739672163464,0.962657232704403
0.999605211766425,0.978723404255319,0.785530202684599,0.669606366960637
0.999135024939651,0.954545454545455,0.83421838354003,0.953319057815846
0.999349815927395,0.959183673469388,0.791182633875336,0.665829821572671
0.99977677964609,0.979591836734694,0.835971541927097,0.949955476402493
0.999759957164749,0.96,0.787855690266386,0.704
0.997055359273732,0.934782608695652,0.650811960689764,0.318517486414937
0.998377630967144,0.914893617021277,0.650558359075266,0.383716132581488
0.892952329094153,0.84,0.60696795961944,0.206153547510434
0.999627668262842,1,0.813720075566954,0.77494623655914
0.992084973010424,0.75,0.546860903214908,0.0830599343842522
0.992056542719822,0.764705882352941,0.544225768836949,0.0823996821613031
0.992871230725964,0.981132075471698,0.618656622692155,0.220061622731941
0.998731844322183,0.916666666666667,0.822409972855175,0.644039735099338
0.99543331201789,0.877551020408163,0.557357303243825,0.113412017167382
0.999760522209228,1,0.835316914274274,0.736670430309873
0.99865267139793,0.923076923076923,0.812156241387581,0.425370251126851
0.999565303263669,0.979166666666667,0.817542123930824,0.574016195482313
0.999512452461992,0.979166666666667,0.814140268017232,0.569068122943359
0.999844393778288,1,0.84602919489315,0.944700460829493
0.999903314987766,1,0.841160021839329,0.950332913442505
0.998854915796579,0.942307692307692,0.629582721260448,0.244518405522427
0.997781686182746,0.846153846153846,0.562045885903129,0.131253524530734
0.999302696446328,0.979166666666667,0.77138339434233,0.700860014506269
0.998428257835758,0.91304347826087,0.82373289153958,0.703345981372887
0.999441029430006,0.914893617021277,0.833408388487981,0.76516393442623
0.998921926667397,0.901960784313726,0.615057610523125,0.219307723089236
0.999515608825997,0.938775510204082,0.835353745327247,0.671651425497579
0.99976226161627,1,0.824800605646796,0.914628139878509
0.999637816169468,0.980392156862745,0.839925306738871,0.884311433247603
0.999290168612767,0.961538461538462,0.834240468745321,0.859575835475578
0.998623015307573,0.96078431372549,0.69896561536723,0.288324605357345
0.999726601988457,1,0.843967138927207,0.954748998350224
0.999073119028018,0.979591836734694,0.801668746410129,0.408404263476727
0.998757886100573,0.918367346938776,0.824990013844979,0.435951781692939
0.999813214742876,0.961538461538462,0.788488154856554,0.739506251594795
0.997787405623748,0.862745098039216,0.56407777497065,0.133263378803778
0.998336283880956,0.9375,0.756112403505397,0.626702734035359
0.998780064936719,0.934782608695652,0.824080832998863,0.41324200913242
0.999753487540583,0.955555555555556,0.837086266758262,0.958520475561427
0.99943665627097,0.98,0.792164617868011,0.498194525334886
0.998737762337549,0.96078431372549,0.781337551520229,0.449349945828819
0.998153133391307,0.909090909090909,0.808901981449127,0.257525453740593
0.99984333586411,1,0.840424863130616,0.910019560965008
0.998876043431745,0.94,0.686018814643528,0.382246761520493
0.999497148898768,0.974358974358974,0.801158055171344,0.858213616489694
0.999546684702712,0.96078431372549,0.623792852001084,0.27837265231333
0.999921206607854,0.959183673469388,0.825560857592471,0.912178148921364
0.999858361875039,0.959183673469388,0.842689741996628,0.965141932637153
0.989197227448521,0.897959183673469,0.790944165206857,0.293115358047433
0.998903973526483,0.98,0.790729284628809,0.470658094107048
0.998014377505987,0.857142857142857,0.815121774357317,0.697771061579146
0.999570158499767,1,0.818270342347845,0.875386518243661
0.999714267323787,1,0.84096156464199,0.985840707964602
0.999893285040135,0.959183673469388,0.819715292192361,0.843629343629344
0.999981589354953,1,0.83557285742749,0.920942041673963
0.999575544502639,0.938775510204082,0.81663637368542,0.574247776830308
0.990753626415557,0.725490196078431,0.553793701509811,0.10248944533411
0.983360321279581,0.918367346938776,0.776430494901319,0.730016313213703
0.999893851563241,0.942307692307692,0.788386918742975,0.751736900201286
0.999881569456383,0.96078431372549,0.789033059998145,0.745823071290688
0.999886768918769,0.98,0.83270191807746,0.883051698176343
0.999602479389337,0.941176470588235,0.768890203401696,0.700170357751278
0.999237746540796,0.980769230769231,0.778246011016157,0.573360516479783
0.999881478817112,0.980392156862745,0.836197159864323,0.83378347963088
0.998887015467295,0.918367346938776,0.827482591704758,0.495388418750594
0.989706365953528,0.75,0.75898087404388,0.574144486692015
0.989388714034792,0.75,0.760222783594918,0.577946768060837
0.988406073952343,0.8125,0.528730951114609,0.0371422329036487
0.999293083484611,0.96078431372549,0.818161109250425,0.341254752851711
0.998786009555674,0.961538461538462,0.817445892727418,0.356866825208086
0.999632182660727,0.980392156862745,0.697494957013299,0.523085455469797
0.99992423799391,0.978260869565217,0.837740285778995,0.958911873051856
0.998877298130063,0.941176470588235,0.828510896470683,0.842645381984036
0.980017653095802,0.739130434782609,0.550461899375554,0.13166434863236
0.999278886679555,0.959183673469388,0.757639292952591,0.660246533127889
0.994060851407227,0.769230769230769,0.521978305120983,0.0222434543564987
0.999581725537868,0.96078431372549,0.722746098065683,0.488832701222082
0.998312725692925,0.934782608695652,0.857439918246552,0.533642691415313
